         151721284 function calls (150476101 primitive calls) in 251.363 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.030    0.004    1.246    0.178 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\algorithms.py:1452(safe_sort)
   621658    0.722    0.000    1.158    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pycountry\db.py:156(get)
   621679    0.382    0.000    1.138    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\base.py:74(__len__)
        6    0.002    0.000    1.128    0.188 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\frame.py:6997(sort_values)
  1243587    0.400    0.000    0.920    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\common.py:1590(<genexpr>)
        5    0.000    0.000    0.907    0.181 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\reshape\merge.py:825(_reindex_and_concat)
   621721    0.313    0.000    0.890    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\frame.py:4623(_clear_item_cache)
   619479    0.367    0.000    0.845    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pypopulation\implementation.py:51(get_population_a2)
        2    0.000    0.000    0.825    0.412 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:269(join)
        2    0.000    0.000    0.825    0.412 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:4557(join)
   619479    0.692    0.000    0.814    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:2065(set_values)
        1    0.000    0.000    0.807    0.807 C:\Users\LENOVO\desktop\pythonprojekt\movie_analysis.py:104(add_movie_count_per_country_rank)
  2497746    0.799    0.000    0.799    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\common.py:152(cast_scalar_indexer)
        2    0.000    0.000    0.796    0.398 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:4983(_join_monotonic)
        2    0.795    0.397    0.795    0.397 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:400(_inner_indexer)
  1251723    0.724    0.000    0.724    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
  2992109    0.715    0.000    0.715    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\_config\__init__.py:34(using_copy_on_write)
  1732000    0.714    0.000    0.714    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexing.py:611(at)
   132974    0.239    0.000    0.690    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.1520.0_x64__qbz5n2kfra8p0\Lib\collections\__init__.py:595(__init__)
  1248861    0.681    0.000    0.681    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\blocks.py:1253(iget)
        5    0.000    0.000    0.676    0.135 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\reshape\concat.py:157(concat)
        5    0.000    0.000    0.676    0.135 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\reshape\concat.py:622(get_result)
   632305    0.274    0.000    0.675    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
        5    0.000    0.000    0.675    0.135 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\concat.py:94(concatenate_managers)
        5    0.000    0.000    0.674    0.135 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\concat.py:202(_maybe_reindex_columns_na_proxy)
  1876313    0.671    0.000    0.671    0.000 {built-in method __new__ of type object at 0x00007FFF2A6658F0}
      204    0.015    0.000    0.670    0.003 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\construction.py:517(sanitize_array)
  1732000    0.655    0.000    0.655    0.000 {method 'index' of 'range' objects}
  3346571    0.619    0.000    0.619    0.000 {built-in method builtins.callable}
  2364672    0.612    0.000    0.612    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\_config\__init__.py:42(warn_copy_on_write)
  1251776    0.608    0.000    0.608    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\flags.py:51(__init__)
        3    0.174    0.058    0.595    0.198 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\reshape\merge.py:1770(get_join_indexers_non_unique)
   621664    0.316    0.000    0.590    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\base.py:332(array)
   621727    0.576    0.000    0.576    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.556    0.278 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\frame.py:10813(merge)
    10919    0.028    0.000    0.549    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\series.py:6418(_reduce)
        1    0.006    0.006    0.547    0.547 C:\Users\LENOVO\desktop\pythonprojekt\movie_analysis.py:88(add_population_rank)
   633073    0.287    0.000    0.529    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
     8175    0.020    0.000    0.526    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numpy\core\fromnumeric.py:3385(mean)
  3340919    0.510    0.000    0.510    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:6672(_maybe_cast_indexer)
  1870630    0.508    0.000    0.508    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:1837(__init__)
     8175    0.011    0.000    0.506    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\series.py:6541(mean)
  1853775    0.496    0.000    0.496    0.000 {method 'get' of 'dict' objects}
     8175    0.014    0.000    0.495    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:12413(mean)
     8189    0.018    0.000    0.482    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:12362(_stat_function)
        7    0.414    0.059    0.478    0.068 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\algorithms.py:548(factorize_array)
        1    0.067    0.067    0.466    0.466 C:\Users\LENOVO\desktop\pythonprojekt\movie_analysis.py:153(rank_top_movies)
  1869057    0.466    0.000    0.466    0.000 {method 'append' of 'list' objects}
    10914    0.024    0.000    0.465    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\nanops.py:111(f)
        1    0.001    0.001    0.454    0.454 C:\Users\LENOVO\desktop\pythonprojekt\movie_analysis.py:83(add_votes_CDF)
   132974    0.107    0.000    0.451    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.1520.0_x64__qbz5n2kfra8p0\Lib\collections\__init__.py:669(update)
       16    0.451    0.028    0.451    0.028 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:2229(is_monotonic_increasing)
        1    0.015    0.015    0.450    0.450 C:\Users\LENOVO\desktop\pythonprojekt\movie_analysis.py:96(add_GDPperCapita_rank)
       10    0.000    0.000    0.444    0.044 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:708(_slice_take_blocks_ax0)
      118    0.263    0.002    0.431    0.004 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\cast.py:1157(maybe_infer_to_datetimelike)
        7    0.000    0.000    0.417    0.060 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\construction.py:596(_homogenize)
   632305    0.265    0.000    0.402    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\generic.py:37(_check)
   731777    0.243    0.000    0.396    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pypopulation\implementation.py:37(_normalize)
  2503451    0.394    0.000    0.394    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:405(flags)
  1255309    0.367    0.000    0.367    0.000 {built-in method builtins.getattr}
   132974    0.164    0.000    0.362    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.1520.0_x64__qbz5n2kfra8p0\Lib\collections\__init__.py:618(most_common)
  1732000    0.361    0.000    0.361    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexing.py:2549(_convert_key)
  1248921    0.360    0.000    0.361    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:180(blknos)
   622265    0.228    0.000    0.337    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:909(__len__)
  1732081    0.329    0.000    0.329    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:696(ndim)
     8189    0.014    0.000    0.303    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\nanops.py:389(new_func)
  1248904    0.301    0.000    0.301    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:196(blklocs)
     8175    0.035    0.000    0.288    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\nanops.py:671(nanmean)
       92    0.285    0.003    0.285    0.003 {method 'astype' of 'numpy.ndarray' objects}
        3    0.086    0.029    0.276    0.092 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\io\parsers\c_parser_wrapper.py:355(_concatenate_chunks)
   621664    0.275    0.000    0.275    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:291(arrays)
  1248944    0.264    0.000    0.264    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\managers.py:1940(_block)
   100/94    0.016    0.000    0.262    0.003 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\series.py:389(__init__)
  1732000    0.259    0.000    0.259    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\range.py:380(is_unique)
        2    0.000    0.000    0.258    0.129 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:7885(replace)
        2    0.000    0.000    0.258    0.129 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\base.py:243(replace)
        2    0.000    0.000    0.258    0.129 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\blocks.py:828(replace)
   621658    0.251    0.000    0.251    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\series.py:1063(axes)
        6    0.000    0.000    0.246    0.041 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\frame.py:5433(drop)
        6    0.000    0.000    0.246    0.041 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:4757(drop)
        6    0.000    0.000    0.245    0.041 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\generic.py:4796(_drop_axis)
   644182    0.244    0.000    0.244    0.000 {built-in method builtins.hash}
   624628    0.240    0.000    0.240    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
        2    0.002    0.001    0.238    0.119 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\base.py:923(value_counts)
        2    0.000    0.000    0.236    0.118 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\algorithms.py:862(value_counts_internal)
        9    0.000    0.000    0.234    0.026 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\internals\blocks.py:723(astype)
        9    0.000    0.000    0.234    0.026 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\astype.py:191(astype_array_safe)
        9    0.000    0.000    0.234    0.026 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\pandas\core\dtypes\astype.py:157(astype_array)
     2725    0.007    0.000    0.233    0.000 C:\Users\LENOVO\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.12_qbz5n2kfra8p0\LocalCache\local-packages\Python312\site-packages\numpy\core\fromnumeric.py:3654(var)
